src_ip,src_port,dst_ip,dst_port,protocol,requested_server_name,application_name
192.168.0.101,56045,192.168.1.1,53,17,ins-6l809l93.ias.tencent-cloud.net,DNS
192.168.0.101,51300,192.168.1.1,53,17,tgwsc.qq.com,DNS.QQ
192.168.0.101,52641,192.168.1.1,53,17,vmmp.qpic.cn,DNS
192.168.0.101,58521,192.168.1.1,53,17,pgdt.tc.qq.com,DNS.QQ
192.168.0.101,54156,192.168.1.1,53,17,apd-pcdnvodstat.teg.tencent-cloud.net,DNS
192.168.0.101,59111,192.168.1.1,53,17,tips.video.qq.com,DNS.QQ
192.168.0.101,55745,192.168.1.1,53,17,tv.puui.qpic.cn,DNS
192.168.0.101,56756,192.168.1.1,53,17,vmmp.qpic.cn.sched.legopic1-dk.tdnsv6.com,DNS
192.168.0.101,62118,223.113.137.181,80,6,pgdt.gtimg.cn,HTTP
192.168.0.101,60896,192.168.1.1,53,17,ins-t0axqu61.ias.tencent-cloud.net,DNS
192.168.0.101,55893,192.168.1.1,53,17,guzzoni-apple-com.v.aaplimg.com,DNS.Apple
192.168.0.101,63827,192.168.1.1,53,17,ins-diu1q33u.ias.tencent-cloud.net,DNS
192.168.0.101,50511,192.168.1.1,53,17,ins-ez3g70py.ias.tencent-cloud.net,DNS
192.168.0.101,62121,117.185.137.148,443,6,ilive.qq.com,TLS.QQ
192.168.0.101,59366,140.143.177.246,443,6,guzzoni.apple.com,TLS.AppleSiri
192.168.0.101,58190,192.168.1.1,53,17,ins-nwww3do8.ias.tencent-cloud.net,DNS
192.168.0.101,49346,192.168.1.1,53,17,ltscsy.qq.com,DNS.QQ
192.168.0.101,59393,112.53.3.233,443,6,appcfg.v.qq.com,TLS.Tencentvideo
fe80::c78:edc1:fcb7:8363,5353,ff02::fb,5353,17,_airplay._tcp.local,MDNS
192.168.0.101,65046,192.168.1.1,53,17,v.terrific.qq.com,DNS.QQ
192.168.0.101,60047,192.168.1.1,53,17,oth.str.mdt.qq.com,DNS.QQ
192.168.0.101,59371,120.204.0.25,80,6,short.weixin.qq.com,HTTP.QQ
192.168.0.101,61966,223.113.137.215,443,17,m.v.qq.com,QUIC.Tencentvideo
192.168.0.101,56173,192.168.1.1,53,17,iacc.stgw.qq.com,DNS.QQ
192.168.0.101,62131,183.194.190.61,443,6,vv6.play.ott.video.qq.com,TLS.QQ
192.168.0.101,59332,192.168.1.1,53,17,vv.video.qq.com,DNS.QQ
192.168.0.101,63180,192.168.1.1,53,17,tv6.ott.video.qq.com,DNS.QQ
192.168.0.101,63063,192.168.1.1,53,17,ins-vfvdrqqu.ias.tencent-cloud.net,DNS
192.168.0.101,50745,192.168.1.1,53,17,api6.poll.video.qq.com,DNS.QQ
192.168.0.101,55753,192.168.1.1,53,17,config.ab.qq.com,DNS.QQ
192.168.0.101,59376,223.109.215.27,80,6,minorshort.weixin.qq.com,HTTP.QQ
192.168.0.101,62132,183.194.204.26,443,6,tv6.video.qq.com,TLS.QQ
192.168.0.101,58053,192.168.1.1,53,17,v6-accvideo.wns.qq.com,DNS.QQ
192.168.0.1,1900,239.255.255.250,1900,17,239.255.255.250:1900,SSDP
192.168.0.101,55911,192.168.1.1,53,17,puui.qpic.cn,DNS
192.168.0.101,50430,192.168.1.1,53,17,ins-pg0yhk52.ias.tencent-cloud.net,DNS
192.168.0.101,63415,36.155.249.30,443,17,i.video.qq.com,QUIC.QQ
192.168.0.101,58617,192.168.1.1,53,17,vi.bls.mdt.qq.com,DNS.QQ
192.168.0.101,55468,192.168.1.1,53,17,aedns.weixin.qq.com,DNS.QQ
192.168.0.101,54616,192.168.1.1,53,17,pay.video.qq.com,DNS.QQ
192.168.0.101,53606,192.168.1.1,53,17,content.rconfig.qq.com,DNS.QQ
192.168.0.101,60756,192.168.1.1,53,17,amp-api-edge-lb.itunes-apple.com.akadns.net,DNS
192.168.0.101,56172,192.168.1.1,53,17,ins-alu6339o.ias.tencent-cloud.net,DNS
192.168.0.101,62800,192.168.1.1,53,17,safebrowsing.googleapis.com,DNS.GoogleServices
192.168.0.101,62143,109.244.191.57,443,6,szmg.qq.com,TLS.QQ
192.168.0.101,62136,113.108.81.184,80,6,livep.l.qq.com,HTTP.QQ
192.168.0.101,50806,192.168.1.1,53,17,ins-34k401ta.ias.tencent-cloud.net,DNS
192.168.0.101,62139,111.48.72.184,443,6,cdn-go.cn,TLS
192.168.0.101,58171,192.168.1.1,53,17,info6.video.qq.com,DNS.QQ
192.168.0.101,61657,192.168.1.1,53,17,gif.media.qpic.cn,DNS
192.168.0.101,65230,192.168.1.1,53,17,cdn-go.cn.cloud.tc.qq.com,DNS.QQ
192.168.0.101,61356,192.168.1.1,53,17,info4.video.qq.com,DNS.QQ
192.168.0.101,52250,192.168.1.1,53,17,rumt-zh.com,DNS
192.168.0.101,59947,192.168.1.1,53,17,pgdt.gtimg.cn.sched.legopic2-dk.tdnsv6.com,DNS
192.168.0.101,55241,192.168.1.1,53,17,cloud.tgpa.qq.com,DNS.QQ
192.168.0.101,50232,192.168.1.1,53,17,hpalcvha.sched.sma-dk.tdnsstic1.cn,DNS
192.168.0.101,59685,192.168.1.1,53,17,kqe2f4dz.sched.d0-dk.tdnsdp1.cn,DNS
192.168.0.101,64768,192.168.1.1,53,17,api.ilive.qq.com,DNS.QQ
192.168.0.101,61781,192.168.1.1,53,17,api-adservices.apple.com,DNS.Apple
192.168.0.101,60150,192.168.1.1,53,17,ins-9o94331w.ias.tencent-cloud.net,DNS
192.168.0.101,64053,192.168.1.1,53,17,broker.tips.gz.tencent.com,DNS
192.168.0.101,58036,192.168.1.1,53,17,iadsdk.qtlcdn.com,DNS
192.168.0.101,51908,192.168.1.1,53,17,tab.video.qq.com,DNS.QQ
192.168.0.101,59401,117.135.139.23,443,6,richmedia.video.qq.com,TLS.QQ
192.168.0.101,65173,192.168.1.1,53,17,x.research.qq.com,DNS.QQ
192.168.0.101,63454,192.168.1.1,53,17,406444.sched.legopic2-dk.tdnsv6.com,DNS
192.168.0.101,52423,192.168.1.1,53,17,ins-8npd4ftd.ias.tencent-cloud.net,DNS
192.168.0.101,65297,192.168.1.1,53,17,m.v.qq.sched.legopic2-dk.tdnsv6.com,DNS
192.168.0.101,49920,192.168.1.1,53,17,cdn-go.cn.sched.legopic1-dk.tdnsv6.com,DNS
192.168.0.101,63448,192.168.1.1,53,17,ins-ntlwjf3q.ias.tencent-cloud.net,DNS
192.168.0.101,50659,192.168.1.1,53,17,apd-vodp2plogin.teg.tencent-cloud.net,DNS
192.168.0.101,62152,183.194.189.246,443,6,playproxy.video.qq.com,TLS.QQ
192.168.0.101,62808,192.168.1.1,53,17,punch.p2p.qq.com,DNS.QQ
192.168.0.101,53399,192.168.1.1,53,17,apd-vodp2pnat.teg.tencent-cloud.net,DNS
192.168.0.101,56803,192.168.1.1,53,17,ins-0mg9728c.ias.tencent-cloud.net,DNS
192.168.0.101,55922,192.168.1.1,53,17,puui.qpic.cn.sched.legopic2-dk.tdnsv6.com,DNS
192.168.0.101,62063,192.168.1.1,53,17,v.gdt.qq.com,DNS.QQ
192.168.0.101,55184,192.168.1.1,53,17,www.baidu.com,DNS
192.168.0.101,60638,192.168.1.1,53,17,cache.wuji.qq.com,DNS.QQ
192.168.0.101,59352,192.168.1.1,53,17,ioshost.qtlcdn.com,DNS
192.168.0.101,64462,192.168.1.1,53,17,hc.tdm.qq.com,DNS.QQ
192.168.0.101,60723,192.168.1.1,53,17,ins-su28bvwf.ias.tencent-cloud.net,DNS
192.168.0.101,53372,192.168.1.1,53,17,ins-59oh4t7q.ias.tencent-cloud.net,DNS
192.168.0.101,60598,192.168.1.1,53,17,otheve.beacon.qq.com,DNS.QQ
192.168.0.101,61544,192.168.1.1,53,17,apponline.research.qq.com,DNS.QQ
192.168.0.101,62145,112.17.53.45,443,6,amp-api-edge.apps.apple.com,TLS.Apple
192.168.0.101,58289,192.168.1.1,53,17,ins-80ra37bv.ias.tencent-cloud.net,DNS
192.168.0.101,61954,192.168.1.1,53,17,receiver.tdm.qq.com,DNS.QQ
192.168.0.101,50374,192.168.1.1,53,17,iadsdk.qtlcdn.com.cdnmg.com,DNS
192.168.0.101,62156,103.31.171.247,443,6,ca.iadsdk.apple.com,TLS.Apple
10.20.35.215,61620,39.156.54.66,80,6,39.156.54.66,HTTP
10.20.35.215,33336,61.128.114.133,53,17,checkappexec.microsoft.com,DNS.Microsoft
10.20.35.215,33335,61.128.114.133,53,17,doh.iqiyi.com,DNS.PPStream
10.20.35.215,33339,61.128.114.133,53,17,opportunarch.iqiyi.com,DNS.PPStream
10.20.35.215,61626,124.237.225.7,80,6,ip.geo.iqiyi.com,HTTP.PPStream
10.20.35.215,61631,36.110.238.54,80,6,msg.qy.net,HTTP.PPStream
10.20.35.215,61619,116.211.198.237,80,6,116.211.198.237,HTTP
10.20.35.215,61642,124.237.225.7,443,6,mesh.if.iqiyi.com,TLS.PPStream
10.20.35.215,61654,111.202.75.3,443,6,api-lequ.iqiyi.com,TLS.PPStream
10.20.35.215,61664,49.7.33.51,80,6,data.video.iqiyi.com,HTTP.PPStream
10.20.35.215,61662,119.84.78.42,80,6,policy.video.iqiyi.com,HTTP.PPStream
10.20.35.215,61666,43.225.85.245,80,6,api.afdback.ppsimg.com,HTTP
10.20.35.215,33337,218.195.192.73,53,17,time.video.iqiyi.com,DNS.PPStream
10.20.35.215,61695,49.7.33.51,80,6,data6.video.iqiyi.com,HTTP.PPStream
10.20.35.215,61693,119.84.52.243,443,6,static.iqiyi.com,TLS.PPStream
10.20.35.215,61698,49.7.33.13,443,6,act.vip.iqiyi.com,TLS.PPStream
10.20.35.215,61722,49.7.32.36,443,6,time.iqiyi.com,TLS.PPStream
10.20.35.215,61700,49.7.32.2,443,6,qiyu.iqiyi.com,TLS.PPStream
10.20.35.215,33338,218.195.192.73,53,17,iface2.iqiyi.com,DNS.PPStream
10.20.35.215,61628,49.7.32.40,80,6,49.7.32.40,HTTP
10.20.35.215,61721,103.44.59.74,80,6,ndct-data.video.iqiyi.com,HTTP.PPStream
10.20.35.215,61768,125.74.42.41,80,6,pic0.iqiyipic.com,HTTP.PPStream
10.20.35.215,61634,119.84.52.238,80,6,list3.ppstream.com.iqiyi.com,HTTP.PPStream
10.20.35.215,61772,125.64.104.41,80,6,pic2.iqiyipic.com,HTTP.PPStream
10.20.35.215,61807,118.180.40.41,80,6,pic9.iqiyipic.com,HTTP.PPStream
10.20.35.215,61818,110.185.186.41,80,6,pic3.iqiyipic.com,HTTP.PPStream
10.20.35.215,61821,182.242.59.41,80,6,pic1.iqiyipic.com,HTTP.PPStream
10.20.35.215,61665,116.211.198.187,80,6,puma-api.iqiyi.com,HTTP.PPStream
10.20.35.215,33339,218.195.192.73,53,17,pic8.iqiyipic.com,DNS.PPStream
10.20.35.215,61868,111.202.74.191,80,6,static-d.iqiyi.com,HTTP.PPStream
10.20.35.215,61882,49.7.32.138,443,6,cook.iqiyi.com,TLS.PPStream
10.20.35.215,61889,119.84.52.242,80,6,static-s.iqiyi.com,HTTP.PPStream
10.20.35.215,61791,49.7.31.199,80,6,flux.iqiyi.com,HTTP.PPStream
10.20.35.215,61912,49.7.32.112,443,6,passport.iqiyi.com,TLS.PPStream
10.20.35.215,61939,119.84.78.43,443,6,stc.iqiyipic.com,TLS.PPStream
10.20.35.215,61924,118.112.225.41,80,6,dl.static.iqiyi.com,HTTP.PPStream
10.20.35.215,61934,58.49.213.2,8888,6,update.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,61920,204.79.197.239,443,6,edge.microsoft.com,TLS.Microsoft
10.20.35.215,61965,116.211.202.162,80,6,t7z.cupid.iqiyi.com,HTTP.PPStream
10.20.35.215,61994,110.185.186.41,80,6,pic4.iqiyipic.com,HTTP.PPStream
10.20.35.215,61948,119.84.52.239,80,6,cmts.iqiyi.com,HTTP.PPStream
10.20.35.215,61949,49.7.33.96,443,6,emoticon-sns.iqiyi.com,TLS.PPStream
10.20.35.215,61950,13.107.42.16,443,6,config.edge.skype.com,TLS.Skype_Teams
10.20.35.215,62061,106.38.212.74,443,6,sns-comment.iqiyi.com,TLS.PPStream
10.20.35.215,62031,58.42.14.41,80,6,pic6.iqiyipic.com,HTTP.PPStream
10.20.35.215,62047,36.99.3.41,80,6,pic5.iqiyipic.com,HTTP.PPStream
10.20.35.215,62073,116.211.198.198,80,6,liveats-vod.video.iqiyi.com,HTTP.PPStream
10.20.35.215,61967,36.110.238.56,80,6,msga.cupid.iqiyi.com,HTTP.PPStream
10.20.35.215,62109,103.44.58.19,80,6,cache.video.iqiyi.com,HTTP.PPStream
10.20.35.215,62078,120.71.177.29,80,6,baiducdnct.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,62090,49.7.33.13,443,6,serv.vip.iqiyi.com,TLS.PPStream
10.20.35.215,62128,49.7.32.148,80,6,scs-hcdn.iqiyi.com,HTTP.PPStream
10.20.35.215,62130,18.66.112.37,80,6,b.scorecardresearch.com,HTTP
10.20.35.215,62167,49.7.32.166,443,6,homeai.iqiyi.com,TLS.PPStream
10.20.35.215,62129,116.9.102.76,80,6,gdctyuncdnct.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,62179,125.74.42.41,80,6,pic7.iqiyipic.com,HTTP.PPStream
10.20.35.215,62156,113.142.83.0,80,6,aliyuncoccdnct-xb.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,62189,182.140.225.41,80,6,182.140.225.41,HTTP
10.20.35.215,61914,49.7.33.29,80,6,login-mq.iqiyi.com,HTTP.PPStream
10.20.35.215,61937,119.84.52.238,443,6,dl-static.iqiyi.com,TLS.PPStream
10.20.35.215,61962,111.202.74.191,443,6,security.iqiyi.com,TLS.PPStream
10.20.35.215,61966,36.99.3.41,443,6,dy-pic0.iqiyipic.com,TLS.PPStream
10.20.35.215,62041,36.42.32.1,80,6,msedge.b.tlu.dl.delivery.mp.microsoft.com,HTTP.WindowsUpdate
10.20.35.215,62087,49.7.33.13,443,6,api.vip.iqiyi.com,TLS.PPStream
10.20.35.215,62153,1.71.157.41,80,6,m.iqiyipic.com,HTTP.PPStream
10.20.35.215,62181,23.202.34.233,80,6,www.msftconnecttest.com,HTTP.Microsoft
10.20.35.215,62188,58.42.14.41,80,6,preimage2.iqiyipic.com,HTTP.PPStream
